"","ADM2_id","exposure_days","total_population","region","person_day_exposure","pop_wt_grdi","country"
"146","35162164B55508639359232",1,1244.35377517283,"Americas",1244.35377517283,60.8759667163707,"Jamaica"
"147","35162164B55527048225424",1,1061.220741028,"Americas",1061.220741028,21.5562001721239,"Jamaica"
"148","35162164B55570147522340",1,2903.60229562849,"Americas",2903.60229562849,51.0044077836258,"Jamaica"
"149","35162164B55651843175504",1,1005.22138445549,"Americas",1005.22138445549,44.3775692094983,"Jamaica"
"150","35162164B56375608291865",1,4368.08711902581,"Americas",4368.08711902581,58.7742473141766,"Jamaica"
"151","35162164B56395579306206",1,1638.30342130482,"Americas",1638.30342130482,61.2376407380483,"Jamaica"
"152","35162164B56396362384048",1,74467.7985213801,"Americas",74467.7985213801,29.9152648346371,"Jamaica"
"153","35162164B56488122937951",1,4320.70906311035,"Americas",4320.70906311035,17.3871667288136,"Jamaica"
"154","35162164B57140391494677",1,971.611505111568,"Americas",971.611505111568,30.9469997824117,"Jamaica"
"155","35162164B5732093392977",1,1457.26734859932,"Americas",1457.26734859932,60.9677550604179,"Jamaica"
"156","35162164B57515137909984",1,10384.3693108854,"Americas",10384.3693108854,31.1434484917457,"Jamaica"
"157","35162164B5812724327715",1,62343.933807961,"Americas",62343.933807961,28.9294333881882,"Jamaica"
"158","35162164B58929409429796",1,1199.30690013468,"Americas",1199.30690013468,63.4442539122544,"Jamaica"
"159","35162164B60523300331136",1,562.004581299257,"Americas",562.004581299257,53.6808894151819,"Jamaica"
"160","35162164B60572790247888",1,3507.12212337088,"Americas",3507.12212337088,60.2578468055696,"Jamaica"
"161","35162164B60985093963323",1,2702.79535588294,"Americas",2702.79535588294,69.7150006347402,"Jamaica"
"162","35162164B61039198412665",1,598.028495963477,"Americas",598.028495963477,25.0458517178659,"Jamaica"
"163","35162164B62151191241006",1,4152.57303557433,"Americas",4152.57303557433,59.480747453824,"Jamaica"
"164","35162164B62428051071911",1,17504.614751569,"Americas",17504.614751569,26.129457406286,"Jamaica"
"165","35162164B63214843233933",1,1655.24860652525,"Americas",1655.24860652525,54.3647960961066,"Jamaica"
"166","35162164B63932580669884",1,7488.65285583327,"Americas",7488.65285583327,34.4424236579121,"Jamaica"
"167","35162164B63967587387605",1,2438.87186891878,"Americas",2438.87186891878,35.8964408692103,"Jamaica"
"168","35162164B64614498452260",1,500.945032933373,"Americas",500.945032933373,35.4422581614465,"Jamaica"
"169","35162164B64653334099040",1,773.231573077999,"Americas",773.231573077999,35.3951242787814,"Jamaica"
"170","35162164B64881067970982",1,2370.26944360722,"Americas",2370.26944360722,54.2609242583509,"Jamaica"
"171","35162164B65329015071825",1,4370.77505854223,"Americas",4370.77505854223,37.5909490329425,"Jamaica"
"172","35162164B65820653235088",1,920.515125465654,"Americas",920.515125465654,59.1232925073979,"Jamaica"
"173","35162164B66239287050159",1,3625.98452147948,"Americas",3625.98452147948,46.453822462568,"Jamaica"
"174","35162164B67253441607804",1,2723.12790571429,"Americas",2723.12790571429,62.0283054580625,"Jamaica"
"175","35162164B67357398396511",1,12735.0107799202,"Americas",12735.0107799202,31.0080258431549,"Jamaica"
"176","35162164B67895796063130",1,886.92668659674,"Americas",886.92668659674,47.7981049750991,"Jamaica"
"177","35162164B68193657015740",1,1163.66770945467,"Americas",1163.66770945467,54.7984648258992,"Jamaica"
"178","35162164B68266542502187",1,4265.48812169129,"Americas",4265.48812169129,15.7574590803497,"Jamaica"
"179","35162164B68498720914772",1,1138.99898098771,"Americas",1138.99898098771,62.442763339781,"Jamaica"
"180","35162164B68647324713377",1,9440.35597177029,"Americas",9440.35597177029,31.8927377660309,"Jamaica"
"181","35162164B688158722363",1,3278.59828540012,"Americas",3278.59828540012,46.7586141805638,"Jamaica"
"182","35162164B69017338902165",1,800.926773836706,"Americas",800.926773836706,54.8503001011355,"Jamaica"
"183","35162164B70039093596166",1,2027.83898235437,"Americas",2027.83898235437,53.2054777795314,"Jamaica"
"184","35162164B70126533167331",1,3292.010802669,"Americas",3292.010802669,52.1286735973427,"Jamaica"
"185","35162164B70690583888265",1,244.849541787673,"Americas",244.849541787673,10.0224946146008,"Jamaica"
"186","35162164B71180321026887",1,2557.73010288332,"Americas",2557.73010288332,46.6184652176026,"Jamaica"
"187","35162164B7183290362481",1,350.173212792389,"Americas",350.173212792389,16.0693931355299,"Jamaica"
"188","35162164B71943949952285",1,2293.03428768858,"Americas",2293.03428768858,47.6184810098284,"Jamaica"
"189","35162164B71980128159858",1,538.928253892101,"Americas",538.928253892101,55.8688501811068,"Jamaica"
"190","35162164B72746887370475",1,319.619884941187,"Americas",319.619884941187,7.61093518053844,"Jamaica"
"191","35162164B72879195732120",1,2578.52409704894,"Americas",2578.52409704894,54.3553708827003,"Jamaica"
"192","35162164B72968127914093",1,5594.98801650189,"Americas",5594.98801650189,28.326646938851,"Jamaica"
"193","35162164B74045295228727",1,239.853188496754,"Americas",239.853188496754,22.16851543463,"Jamaica"
"194","35162164B74485762582225",1,10.6267083351314,"Americas",10.6267083351314,57.8389179411122,"Jamaica"
"195","35162164B75354004802205",1,897.697155092508,"Americas",897.697155092508,31.1252591306177,"Jamaica"
"196","35162164B75418708729676",1,2780.43172252338,"Americas",2780.43172252338,37.4944264031811,"Jamaica"
"197","35162164B76001906737626",1,18.0657901378348,"Americas",18.0657901378348,0.555934339105534,"Jamaica"
"198","35162164B76764344209894",1,463.989101630189,"Americas",463.989101630189,47.4463248255294,"Jamaica"
"199","35162164B76905261736533",1,3663.84888169363,"Americas",3663.84888169363,46.7951977409661,"Jamaica"
"200","35162164B77975290003350",1,1272.04832205582,"Americas",1272.04832205582,55.1531789940905,"Jamaica"
"201","35162164B78220788438035",1,2802.5720602221,"Americas",2802.5720602221,67.3157544521415,"Jamaica"
"202","35162164B79856958417190",1,6554.02606480889,"Americas",6554.02606480889,44.7690417182554,"Jamaica"
"203","35162164B79871706950018",1,4438.58841541938,"Americas",4438.58841541938,41.8614342132495,"Jamaica"
"204","35162164B79898656875181",1,4844.28156157881,"Americas",4844.28156157881,33.2841081753543,"Jamaica"
"205","35162164B81334638416928",1,4518.55897477772,"Americas",4518.55897477772,58.939351275995,"Jamaica"
"206","35162164B81544331747727",1,3741.93754162099,"Americas",3741.93754162099,68.4624655663327,"Jamaica"
"207","35162164B81808601681355",1,1919.4496123933,"Americas",1919.4496123933,65.8871471665539,"Jamaica"
"208","35162164B81949872862729",1,618.84417051604,"Americas",618.84417051604,44.7722714772555,"Jamaica"
"209","35162164B82075264350235",1,4830.53278256902,"Americas",4830.53278256902,55.6998905771265,"Jamaica"
"210","35162164B82314120989703",1,431.06641448494,"Americas",431.06641448494,22.3924755220087,"Jamaica"
"211","35162164B82503842404748",1,119.488964580446,"Americas",119.488964580446,8.40951401779683,"Jamaica"
"212","35162164B82842507514093",1,1817.84811460916,"Americas",1817.84811460916,50.1027166438998,"Jamaica"
"213","35162164B83544121757555",1,1402.06735437946,"Americas",1402.06735437946,35.8837966087474,"Jamaica"
"214","35162164B84260366908441",1,1105.73127548512,"Americas",1105.73127548512,62.5406885339781,"Jamaica"
"215","35162164B84273758465737",1,231.878054744601,"Americas",231.878054744601,22.884016016018,"Jamaica"
"216","35162164B84385181551937",1,5455.07046390845,"Americas",5455.07046390845,14.9908474110145,"Jamaica"
"217","35162164B84406525891877",1,92.7450231897831,"Americas",92.7450231897831,12.9300239725126,"Jamaica"
"218","35162164B85447112983414",1,12540.7889413467,"Americas",12540.7889413467,31.1303226388742,"Jamaica"
"219","35162164B85716408466784",1,3076.3630639872,"Americas",3076.3630639872,53.0491749731578,"Jamaica"
"220","35162164B86222512228272",1,951.36561383009,"Americas",951.36561383009,36.1976770638321,"Jamaica"
"221","35162164B86683666691782",1,772.256785202808,"Americas",772.256785202808,56.4758916618557,"Jamaica"
"222","35162164B86902015023409",1,316.977232075036,"Americas",316.977232075036,34.8582117111726,"Jamaica"
"223","35162164B87426615399239",1,511.099769910276,"Americas",511.099769910276,30.588656312483,"Jamaica"
"224","35162164B87505352772757",1,675.493723097555,"Americas",675.493723097555,47.8168510503773,"Jamaica"
"225","35162164B88130973565417",1,1317.15951789383,"Americas",1317.15951789383,50.4872618639722,"Jamaica"
"226","35162164B88480680408023",1,2977.11442196235,"Americas",2977.11442196235,12.4925701325797,"Jamaica"
"227","35162164B89182870898706",1,2751.47964150148,"Americas",2751.47964150148,60.2003154787976,"Jamaica"
"228","35162164B89920990843468",1,983.291816684306,"Americas",983.291816684306,56.5813184117441,"Jamaica"
"229","35162164B90496375174706",1,832.713067907319,"Americas",832.713067907319,24.159246874028,"Jamaica"
"230","35162164B90801381088985",1,3548.30092217013,"Americas",3548.30092217013,44.0815515054839,"Jamaica"
"231","35162164B91042411005085",1,869.101254237778,"Americas",869.101254237778,41.9395923992167,"Jamaica"
"232","35162164B92247679350017",1,1977.70011056151,"Americas",1977.70011056151,35.2816238611085,"Jamaica"
"233","35162164B93275351105411",1,446.028308887929,"Americas",446.028308887929,44.2285045487808,"Jamaica"
"234","35162164B94885023749257",1,2632.64060444701,"Americas",2632.64060444701,25.4802002570336,"Jamaica"
"235","35162164B95182825999511",1,766.327592026777,"Americas",766.327592026777,52.3908272543715,"Jamaica"
"236","35162164B95336658593472",1,1286.4588791135,"Americas",1286.4588791135,26.3827403872801,"Jamaica"
"237","35162164B95338494684554",1,1989.08037752807,"Americas",1989.08037752807,32.4941461021068,"Jamaica"
"238","35162164B95822393911903",1,777.758464976624,"Americas",777.758464976624,40.7732111358667,"Jamaica"
"239","35162164B95972022762023",1,13386.0713535273,"Americas",13386.0713535273,47.405901137714,"Jamaica"
"240","35162164B96342745207455",1,95.6477130749822,"Americas",95.6477130749822,3.38137067327253,"Jamaica"
"241","35162164B96583511443133",1,1159.54802936677,"Americas",1159.54802936677,61.9455701490266,"Jamaica"
"242","35162164B96970037909745",1,8037.13268313352,"Americas",8037.13268313352,49.5057428308209,"Jamaica"
"243","35162164B97452353995756",1,2303.18944181755,"Americas",2303.18944181755,59.1046815872587,"Jamaica"
"244","35162164B97516507779443",1,2079.53248237349,"Americas",2079.53248237349,50.7752596544275,"Jamaica"
"245","35162164B97601190647681",1,1105.76029026648,"Americas",1105.76029026648,52.8008032963479,"Jamaica"
"246","35162164B99205050964205",1,441.902051241547,"Americas",441.902051241547,58.3232670493035,"Jamaica"
"247","50627088B12095165689012",1,31531.3011660489,"Americas",31531.3011660489,52.605719418051,"Mexico"
"248","50627088B14293404548968",1,256790.096074853,"Americas",256790.096074853,19.2645592341894,"Mexico"
"249","50627088B147152783463",1,51308.8139170165,"Americas",51308.8139170165,31.6812480652773,"Mexico"
"250","50627088B15392276223600",1,52083.2474421677,"Americas",52083.2474421677,56.8755210419545,"Mexico"
"251","50627088B16225885503466",1,4856.41331189498,"Americas",4856.41331189498,55.8551005502729,"Mexico"
"252","50627088B1685589835575",1,3850.44823524926,"Americas",3850.44823524926,55.3555402152714,"Mexico"
"253","50627088B19629069707009",1,921.402033299829,"Americas",921.402033299829,30.4256342750292,"Mexico"
"254","50627088B24932390354910",1,17650.4679368237,"Americas",17650.4679368237,58.2774597580846,"Mexico"
"255","50627088B28272611145429",1,59535.923870896,"Americas",59535.923870896,52.0886038353429,"Mexico"
"256","50627088B36255961277224",1,19151.8438525588,"Americas",19151.8438525588,57.4060087493682,"Mexico"
"257","50627088B39502815405022",1,2775.03167972773,"Americas",2775.03167972773,51.7592503640177,"Mexico"
"258","50627088B39564204032097",1,49213.8181165869,"Americas",49213.8181165869,57.9655754277561,"Mexico"
"259","50627088B45724771957529",1,11216.926940294,"Americas",11216.926940294,56.6441197754551,"Mexico"
"260","50627088B48919250536034",1,1375.8716340387,"Americas",1375.8716340387,49.9156655391525,"Mexico"
"261","50627088B58610897814329",1,41374.4313136205,"Americas",41374.4313136205,60.1278386471318,"Mexico"
"262","50627088B62824552173050",1,12142.8728717881,"Americas",12142.8728717881,54.4549030528808,"Mexico"
"263","50627088B65029652077397",1,18363.7720622306,"Americas",18363.7720622306,51.2179980932281,"Mexico"
"264","50627088B65715606255874",1,40797.5411189333,"Americas",40797.5411189333,68.7534904932445,"Mexico"
